"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"
"KIF13B"	1.27892673934628e-140	-0.122314770256441	0.018	0.339	3.13324261872444e-136
"ZNF750"	3.87962794485792e-65	-0.12235186813125	0.003	0.156	9.50470050210743e-61
"BRK1"	3.69647433458371e-275	-0.122378033088446	0.183	0.91	9.05599247229663e-271
"STAG2"	4.76629599164374e-275	-0.122607308825599	0.081	0.689	1.1676948549928e-270
"MAML1"	1.42283926040876e-206	-0.122615415377999	0.03	0.477	3.48581390407543e-202
"SIAH1"	2.68615533385475e-235	-0.122714748725117	0.037	0.537	6.58081195241076e-231
"CBX4"	2.19968733542903e-249	-0.122759873183217	0.064	0.617	5.38901400306758e-245
"PRKCI"	3.93257752342711e-281	-0.122781142213313	0.068	0.669	9.63442167464406e-277
"SEMA3A"	7.31175786093524e-166	-0.122894035426397	0.022	0.392	1.79130755835053e-161
"PLLP"	1.42746408466745e-106	-0.122917572515714	0.021	0.283	3.49714426102679e-102
"RBM3"	3.33269182084773e-134	-0.123110979175102	0.321	0.965	8.16476169189486e-130
"ANKRD50"	7.7249493449503e-148	-0.123277872179965	0.026	0.371	1.89253534001937e-143
"ACIN1"	6.01788061265003e-249	-0.123346709005378	0.059	0.607	1.47432057129313e-244
"SOCS2"	9.66927242392144e-110	-0.123425914049681	0.022	0.291	2.36887505113651e-105
"ZNF160"	8.89442322449447e-114	-0.123498749037418	0.009	0.268	2.1790447457689e-109
"PWWP2A"	8.09976684576769e-207	-0.123535751228914	0.036	0.49	1.98436187954463e-202
"ZNF292"	3.06073582371044e-220	-0.123976836248679	0.038	0.517	7.49849669450821e-216
"SUV420H1"	5.96559992378764e-254	-0.124032754383396	0.058	0.611	1.46151232532873e-249
"MBTPS1"	5.29296866730521e-239	-0.124244717756419	0.045	0.561	1.2967243938031e-234
"EPM2AIP1"	3.24729227996474e-150	-0.124478879843851	0.019	0.358	7.95554135668561e-146
"HELZ"	9.57525045358578e-284	-0.124511806013032	0.067	0.677	2.34584060862398e-279
"MMP13"	8.25273322639268e-48	-0.124528585468925	0.005	0.124	2.02183711313394e-43
"TMEM9B"	4.42460475755165e-275	-0.124660312358644	0.07	0.665	1.08398391955258e-270
"TMPRSS2"	1.33970984507846e-80	-0.124681254456658	0.005	0.194	3.28215514945772e-76
"PIM3"	5.54271737980693e-179	-0.124825342912676	0.272	0.938	1.3579103308789e-174
"LURAP1L"	1.45318760577049e-94	-0.12483475701512	0.008	0.229	3.56016431537713e-90
"MAPRE1"	1.94176730368942e-279	-0.124890576120188	0.093	0.726	4.7571357173087e-275
"WTAP"	6.59159312073624e-280	-0.125094274044481	0.095	0.726	1.61487439864917e-275
"CLCF1"	9.41209878246326e-110	-0.12529419448811	0.01	0.263	2.30587008071568e-105
"MAP2K3"	1.98257704348485e-181	-0.125436981125787	0.032	0.442	4.85711549883354e-177
"CDKN1A"	1.00208307422286e-237	-0.1254721610506	0.14	0.762	2.45500332353859e-233
"HNRNPD"	3.35719463418055e-218	-0.125511568919887	0.23	0.925	8.22479113427892e-214
"PRPF31"	2.84707140483041e-270	-0.125863531277772	0.063	0.646	6.97504023469402e-266
"TSPAN5"	8.64290804086901e-222	-0.125916535965527	0.037	0.516	2.1174260409325e-217
"PTPRG"	3.82015221205583e-111	-0.126002688910349	0.009	0.263	9.35899090431557e-107
"PDE12"	1.10299085840581e-187	-0.126064559673934	0.027	0.44	2.70221730400839e-183
"SLC25A25"	2.47236198678244e-113	-0.126120744290282	0.011	0.274	6.05703963141831e-109
"GLG1"	2.25615726639399e-251	-0.126331722811388	0.045	0.579	5.52735968693864e-247
"KDM2A"	1.95920294225644e-286	-0.126460842423896	0.062	0.664	4.79985128823405e-282
"ROCK1"	0	-0.126595541797616	0.086	0.755	0
"PSEN1"	3.11611500558106e-163	-0.126657160192965	0.019	0.383	7.63417015217305e-159
"RPRD1B"	2.13965093929632e-188	-0.126823993106984	0.031	0.45	5.24193083618204e-184
"HIF1A"	8.37510843399473e-242	-0.126848597738358	0.201	0.898	2.05181781524437e-237
"WASL"	0	-0.126865490655678	0.125	0.839	0
"SBF2"	6.05256272506251e-91	-0.127023710810052	0.005	0.215	1.48281734201306e-86
"ATXN2"	0	-0.127123109602554	0.084	0.763	0
"TCERG1"	9.37572298359434e-295	-0.127330002685129	0.08	0.718	2.29695837375078e-290
"DPP4"	7.44412818395182e-167	-0.127408232541417	0.289	0.945	1.82373696378636e-162
"PARP1"	1.93178957962538e-257	-0.127492078475653	0.152	0.821	4.73269129112423e-253
"THRAP3"	7.00930378088542e-260	-0.127522395441791	0.163	0.843	1.71720933327912e-255
"PTPMT1"	8.42411599717113e-278	-0.127551920338093	0.143	0.824	2.06382417814695e-273
"ZFP36L2"	1.1141456947729e-169	-0.127646551070201	0.265	0.904	2.72954553762414e-165
"RAB31"	2.43200887698417e-262	-0.12808958514677	0.113	0.744	5.95817854772352e-258
"MAP4K4"	9.07472905169805e-189	-0.128116448591192	0.052	0.499	2.22321787037551e-184
"SELENBP1"	3.11725393178792e-134	-0.128280718585835	0.019	0.331	7.63696040748724e-130
"NSD1"	3.41882291091538e-300	-0.12835909929212	0.071	0.706	8.37577424945159e-296
"BOD1L1"	4.76758462971035e-284	-0.128360675963534	0.082	0.707	1.16801055843274e-279
"BATF"	4.82199308914735e-146	-0.128404718812844	0.031	0.379	1.18134008691021e-141
"DKK1"	3.49739090406652e-44	-0.128470723773602	0.005	0.114	8.56825797587256e-40
"TARDBP"	3.04656106535191e-299	-0.128490972359453	0.077	0.714	7.46376995400563e-295
"MTHFS"	7.45114690964638e-170	-0.128588905237677	0.037	0.435	1.82545648139427e-165
"CCDC64"	3.79677790203085e-85	-0.12882343940115	0.007	0.208	9.30172618218538e-81
"ABHD2"	4.27397295732983e-179	-0.12884688785799	0.032	0.439	1.04708063481624e-174
"HNRNPU"	4.69975400998392e-162	-0.128896173939676	0.296	0.956	1.15139273490596e-157
"GRHL1"	8.37842842955094e-91	-0.129081934372864	0.006	0.218	2.05263118095568e-86
"GPD2"	9.2941333311841e-188	-0.129118624849527	0.034	0.458	2.27696972480679e-183
"KAT6A"	1.89764506295179e-239	-0.129383668959555	0.044	0.559	4.64904063972558e-235
"CLIC6"	4.29577085592139e-65	-0.129432097403893	0.003	0.156	1.05242090199218e-60
"PER1"	3.51683529380531e-238	-0.129582088391829	0.042	0.552	8.61589478629362e-234
"COL8A1"	3.38417556249321e-65	-0.129605061565293	0.004	0.159	8.29089171055212e-61
"HSPA6"	2.4526122948933e-37	-0.129688752269272	0.016	0.124	6.00865486125909e-33
"ACTN1"	5.42948214220313e-159	-0.129734396155488	0.03	0.399	1.33016883001834e-154
"DAPK1"	1.22455708854573e-122	-0.129788420179077	0.015	0.3	3.00004241122819e-118
"CSF2"	7.42745077443578e-76	-0.129989472532054	0.031	0.241	1.81965116522902e-71
"RABGAP1"	1.39247186572268e-209	-0.130031600774857	0.028	0.477	3.411416823834e-205
"PCM1"	7.03899318434271e-270	-0.130042251944153	0.075	0.669	1.72448294023212e-265
"SPON2"	5.92840946158343e-79	-0.130078773288984	0.015	0.213	1.45240103399332e-74
"PTK2"	3.91543035406547e-288	-0.130231517831208	0.105	0.763	9.592412824425e-284
"PPL"	1.36304382423261e-138	-0.130466740539631	0.018	0.337	3.33932106498747e-134
"ARL8B"	2.07161558281233e-230	-0.130539637689272	0.043	0.541	5.07525101633193e-226
"MAGI3"	1.87442007902812e-148	-0.130865626653666	0.015	0.347	4.59214175161098e-144
"HMGB3"	4.81845319332114e-144	-0.130922577264294	0.268	0.857	1.18047284783175e-139
"MGST1"	1.13073922468785e-39	-0.130965370880539	0.841	0.998	2.77019802656275e-35
"PON3"	1.9725924237423e-198	-0.131050983778854	0.052	0.513	4.83265417892626e-194
"PPP2CA"	2.49518531671635e-299	-0.131091451831591	0.147	0.865	6.11295450742339e-295
"EGFR"	0	-0.131110506074209	0.096	0.779	0
"FARP1"	1.74797259518452e-205	-0.131143543077341	0.043	0.505	4.28235806094255e-201
"REV1"	1.73685554525362e-177	-0.131416688906996	0.023	0.416	4.25512240031683e-173
"FBLN5"	9.7772011953908e-65	-0.131559184864621	0.007	0.166	2.39531652085879e-60
"PNISR"	0	-0.131925897059059	0.086	0.762	0
"RHOBTB3"	1.82325470393307e-179	-0.132014061931769	0.269	0.932	4.46679169916563e-175
"CHML"	1.49568212004706e-134	-0.132307245863886	0.023	0.341	3.66427162590329e-130
"ZNF706"	2.60464355546536e-129	-0.132322844625262	0.328	0.95	6.38111624653458e-125
"CMTR2"	1.49012278322614e-194	-0.13238310765941	0.027	0.451	3.65065180662571e-190
"TMEM57"	1.02190595770882e-190	-0.132414854145925	0.017	0.422	2.50356740579085e-186
"MED29"	1.85942803426707e-274	-0.132598448673343	0.082	0.69	4.5554127411509e-270
"ZNF614"	1.47447108262428e-94	-0.132964938938832	0.009	0.231	3.61230670532121e-90
"GPR125"	2.33260863071273e-99	-0.13318608084293	0.007	0.236	5.71465788438312e-95
"PEX13"	1.83900116157414e-240	-0.133714366799462	0.046	0.565	4.50536894574048e-236
"G3BP2"	2.25875160629657e-292	-0.133898240123688	0.169	0.904	5.53371556026596e-288
"NNMT"	2.16783206048568e-179	-0.13400442119469	0.099	0.58	5.31097176498386e-175
"ZNF677"	4.1551830649847e-201	-0.13415256971697	0.039	0.49	1.0179782990906e-196
"ZBTB44"	3.18939754700686e-266	-0.134200654125621	0.061	0.636	7.81370505041212e-262
"TACC1"	2.3865819564005e-168	-0.134238260270612	0.029	0.413	5.8468871349856e-164
"ATXN1"	1.05184046213116e-179	-0.134288332176584	0.035	0.447	2.57690394817512e-175
"HERC6"	4.30167645558513e-129	-0.134378638787926	0.018	0.317	1.0538677148538e-124
"ENTPD4"	1.74995331334811e-163	-0.134470991056243	0.024	0.394	4.28721062237153e-159
"HIATL1"	1.10405212079531e-208	-0.134538256796225	0.023	0.464	2.70481729073643e-204
"BAZ2B"	6.76364492304447e-251	-0.134621376970797	0.043	0.573	1.65702536969666e-246
"HSD17B12"	6.54098110101796e-256	-0.134673503936172	0.195	0.91	1.60247495993839e-251
"MLXIP"	2.57207977945822e-260	-0.134755877512681	0.056	0.616	6.3013382516947e-256
"EIF2AK2"	2.96376485909332e-287	-0.134882580953771	0.131	0.821	7.26092752829274e-283
"TNFRSF10A"	6.75104494217482e-163	-0.134895147963435	0.02	0.384	1.65393850038341e-158
"RP11-284N8.3"	1.37111977180366e-63	-0.135043143380125	0.001	0.149	3.35910632894178e-59
"CD164"	3.17324193912488e-298	-0.135087304929279	0.113	0.788	7.77412542666205e-294
"FNIP1"	8.15681432812618e-191	-0.135133839195335	0.031	0.454	1.99833794224763e-186
"KLHL15"	1.16708140223687e-79	-0.135204160059563	0.006	0.194	2.85923272734011e-75
"LIMS1"	2.29739245535039e-256	-0.135315427754312	0.082	0.666	5.62838177636291e-252
"PRRG4"	5.46671198252873e-286	-0.135354329937291	0.141	0.835	1.33928976859971e-281
"SPAG1"	3.31826582142948e-168	-0.13537757050134	0.028	0.409	8.12941943592008e-164
"COL4A3BP"	6.36465615576375e-266	-0.135451706140322	0.052	0.613	1.55927711160056e-261
"COL1A1"	5.74886568139793e-275	-0.135470123005434	0.113	0.762	1.40841460328568e-270
"ARMC9"	9.32288848152664e-119	-0.135517912892168	0.021	0.307	2.28401444908921e-114
"FAM120A"	5.28828377373919e-247	-0.135918367828053	0.206	0.921	1.29557664172837e-242
"MFSD4"	4.93106670089586e-103	-0.13596104067248	0.011	0.254	1.20806203105248e-98
"PDCD6"	2.76274102107945e-155	-0.135962347472041	0.303	0.958	6.76843922754254e-151
"TNKS1BP1"	2.31421148743854e-255	-0.135984583822708	0.038	0.568	5.66958672307567e-251
"VEZT"	7.59023882499247e-299	-0.13603580201721	0.094	0.752	1.85953260973491e-294
"ARHGAP32"	1.61732487800318e-178	-0.136076323911058	0.024	0.418	3.96228421861998e-174
"GLIPR1"	1.03637525788564e-97	-0.1361095707563	0.023	0.27	2.53901574429403e-93
"RCC2"	6.78364486084856e-238	-0.136130206262705	0.04	0.546	1.66192515445929e-233
"HMGCR"	1.20428981466005e-158	-0.136199015053836	0.024	0.385	2.95038961693565e-154
"GSPT1"	4.29211267805514e-249	-0.136204487098445	0.206	0.912	1.05152468499673e-244
"CDC42EP3"	5.31773059105774e-261	-0.136241401592533	0.087	0.685	1.30279081750324e-256
"SLC44A1"	3.42758931815387e-254	-0.136379456247226	0.058	0.61	8.39725107054517e-250
"GADD45G"	3.53567114544345e-89	-0.136567997554788	0.032	0.272	8.6620407392219e-85
"TNFRSF1A"	1.85403650289327e-282	-0.136666111387272	0.147	0.847	4.54220402843823e-278
"PVRL4"	3.22693171395511e-104	-0.136681935994927	0.01	0.253	7.90566000601863e-100
"APCDD1"	8.97485349048043e-70	-0.136848908283846	0.007	0.176	2.1987493566328e-65
"AKR1B1"	2.91337728103564e-213	-0.13692058822492	0.077	0.594	7.13748300080921e-209
"ENSA"	3.04245160113865e-299	-0.137211582253607	0.126	0.818	7.45370217762958e-295
"TSPAN13"	4.14626615271539e-285	-0.137343359977436	0.168	0.89	1.01579374475374e-280
"PABPN1"	0	-0.137343664607979	0.12	0.838	0
"FSTL3"	5.37151702817566e-107	-0.137465529344295	0.026	0.294	1.31596795673275e-102
"ITGA5"	2.25475769610594e-41	-0.137517229532857	0.018	0.136	5.52393087968995e-37
"PCSK7"	1.87700208557193e-227	-0.137547150998207	0.024	0.494	4.59846740944267e-223
"CLOCK"	1.62009427974208e-282	-0.137581619446508	0.069	0.677	3.96906897594012e-278
"SRD5A3"	4.54077988801986e-243	-0.137649575855184	0.195	0.888	1.11244566476599e-238
"PARP8"	1.37764999051253e-192	-0.137765418056259	0.029	0.454	3.37510471175664e-188
"DNAJC21"	7.40536994203508e-279	-0.137770520239812	0.176	0.896	1.81424158209917e-274
"SMAGP"	3.72142924485599e-256	-0.138064749234798	0.06	0.617	9.11712950697268e-252
"RERE"	4.30177806560526e-207	-0.138075830019958	0.033	0.485	1.05389260829263e-202
"PDP1"	3.94849961389713e-185	-0.138109844905048	0.032	0.448	9.67342920408659e-181
"MFSD6"	1.4530392168214e-124	-0.138277650301079	0.018	0.309	3.55980077729076e-120
"SREBF1"	4.0045331647224e-255	-0.138374337888502	0.069	0.638	9.8107058002534e-251
"RPN1"	1.79504369141871e-304	-0.138652099515195	0.139	0.856	4.3976775396067e-300
"NFIX"	2.21198884087727e-100	-0.138814031882562	0.007	0.238	5.41915146126523e-96
"MTDH"	7.16120702424722e-145	-0.138999596998746	0.316	0.954	1.75442410887033e-140
"EEA1"	1.89320493857076e-297	-0.139349265228692	0.05	0.654	4.6381627790045e-293
"FBXO34"	4.84201054680414e-179	-0.139407131663739	0.029	0.43	1.18624416386155e-174
"MX2"	1.2866295826407e-191	-0.139890818998291	0.059	0.518	3.15211381451144e-187
"OSGIN2"	1.59322395421251e-235	-0.140146359394645	0.085	0.642	3.90323936542523e-231
"ZNF217"	1.1799194156372e-222	-0.140159835971637	0.039	0.524	2.89068457636958e-218
"SLC11A2"	1.3096260580425e-214	-0.140174632443707	0.045	0.524	3.20845287959832e-210
"ASPM"	4.33924236791908e-80	-0.140636047970499	0.049	0.289	1.0630709877165e-75
"PTPLB"	5.01569940669134e-210	-0.140726305764168	0.042	0.509	1.22879619764531e-205
"LYN"	6.06879286775898e-285	-0.140760103261805	0.103	0.748	1.48679356467227e-280
"H2AFY"	5.24915162916211e-155	-0.141427902652251	0.313	0.963	1.28598965762842e-150
"SEC31A"	0	-0.141572324066923	0.128	0.844	0
"SSBP2"	1.3701084607264e-224	-0.14168780950754	0.044	0.536	3.35662871793361e-220
"BBX"	4.54221808257379e-297	-0.141722170132617	0.119	0.805	1.11279800804975e-292
"MLLT3"	1.44744137957564e-99	-0.141813249148876	0.005	0.232	3.54608663582235e-95
"SLC22A3"	1.55873872858275e-78	-0.141845153024139	0.003	0.184	3.81875401115488e-74
"HNRNPL"	5.62218198386573e-270	-0.141922974513653	0.068	0.656	1.37737836422726e-265
"RAB22A"	7.60605558312654e-217	-0.142088081196509	0.052	0.54	1.86340755731017e-212
"MKL2"	6.55094677282832e-246	-0.142175423710711	0.049	0.579	1.60491644987521e-241
"PPP2R3A"	1.02972636971753e-241	-0.14218657320622	0.036	0.543	2.52272663317097e-237
"DNM1L"	8.63029005955843e-306	-0.142274451715855	0.073	0.713	2.11433476169122e-301
"LRP6"	4.16088448060017e-218	-0.142627645735503	0.026	0.487	1.01937508890224e-213
"SLCO4C1"	6.39226841507022e-76	-0.142701634219546	0.004	0.182	1.56604183900805e-71
"NABP1"	4.25573499209298e-127	-0.142759040406011	0.019	0.316	1.04261251571286e-122
"HNRNPU-AS1"	2.21644777105685e-228	-0.142770511886802	0.044	0.544	5.43007539431218e-224
"WWC3"	7.49706233623075e-187	-0.143065911799031	0.029	0.443	1.83670530175317e-182
"PTPN4"	7.59690678034014e-163	-0.143215365196348	0.02	0.384	1.86116619211553e-158
"AC079210.1"	8.40476055404117e-77	-0.1432315700508	0.002	0.178	2.05908228813455e-72
"DENND1B"	5.81352517242921e-206	-0.143305815613524	0.034	0.486	1.42425553199343e-201
"ST8SIA4"	2.50725024077386e-152	-0.143617474649082	0.032	0.393	6.14251236487188e-148
"STX16"	2.28303302140842e-225	-0.143880358607665	0.041	0.531	5.59320259914848e-221
"AMOTL2"	6.20470614301631e-173	-0.144122963178788	0.025	0.412	1.52009095797757e-168
"VAPA"	5.86849982142601e-133	-0.144239340368105	0.344	0.983	1.43772377125116e-128
"ARID1A"	0	-0.144367501043826	0.074	0.727	0
"FUS"	2.47936415305387e-261	-0.144786311209347	0.177	0.871	6.07419423856668e-257
"VSTM2L"	1.33283639708584e-263	-0.144921046638067	0.096	0.706	3.2653158892206e-259
"ACBD3"	3.02594989477785e-256	-0.145089180903418	0.176	0.868	7.41327464721626e-252
"FRMD4B"	8.32629383592392e-128	-0.145539344357762	0.02	0.323	2.039858726863e-123
"EFEMP1"	1.02998817505261e-169	-0.145776054266563	0.026	0.409	2.5233680300614e-165
"GLRA3"	1.59648630129337e-43	-0.145946249424962	0.003	0.11	3.91123178953862e-39
"FAM129A"	5.22609700367805e-93	-0.146360015879657	0.02	0.256	1.28034150493108e-88
"NPC1"	2.91359473994712e-141	-0.146425111756026	0.015	0.335	7.13801575339644e-137
"XKRX"	7.19531796111099e-137	-0.146522214499037	0.02	0.337	1.76278094729258e-132
"NUPL1"	3.27687365074786e-218	-0.146693808710218	0.047	0.532	8.02801275696719e-214
"KLF10"	9.027989528238e-243	-0.147086998076386	0.07	0.621	2.21176715452303e-238
"XRN2"	0	-0.14719776638184	0.101	0.791	0
"ATL2"	1.51497221102868e-271	-0.147278369118957	0.067	0.658	3.71153041979917e-267
"CEP350"	4.87731164696789e-297	-0.147584681235111	0.067	0.694	1.19489258039066e-292
"RPN2"	6.22417893641436e-267	-0.147803950017424	0.183	0.897	1.52486159763216e-262
"ZNF644"	0	-0.148005376896827	0.065	0.703	0
"EIF4E"	0	-0.148102224462151	0.104	0.787	0
"CSNK2A1"	1.95578741214479e-198	-0.148178055790616	0.041	0.488	4.79148358101352e-194
"FAM46C"	3.72743553287067e-88	-0.148279497363626	0.006	0.213	9.13184431197985e-84
"ERBB2"	3.37611953495563e-260	-0.148409777095192	0.047	0.595	8.27115524868779e-256
"KIAA0355"	2.32788317673545e-192	-0.14855059174348	0.031	0.455	5.70308099468417e-188
"CSNK1A1"	2.45715290513882e-91	-0.148568259375869	0.412	0.989	6.01977890229959e-87
"SRRM2"	3.13214024461148e-206	-0.148608645636731	0.251	0.938	7.67343038527366e-202
"RIMS1"	6.85505073053595e-78	-0.148803136503088	0.003	0.185	1.679418878474e-73
"SERINC3"	1.21876695838122e-245	-0.14885772897306	0.066	0.616	2.98585717133814e-241
"LARP1"	2.70725463493689e-259	-0.149200556995621	0.199	0.921	6.63250313013188e-255
"RPS6KA3"	2.0578842224365e-296	-0.149742685359662	0.124	0.81	5.04161055654718e-292
"ELK4"	5.83231411175313e-203	-0.149841450571141	0.036	0.485	1.4288586342384e-198
"RP11-349A22.5"	1.03334916370536e-186	-0.150127284091565	0.026	0.437	2.53160211616175e-182
"RAB14"	1.51828126684126e-304	-0.150475348613265	0.103	0.777	3.71963727563441e-300
"DCUN1D3"	3.61698555540669e-171	-0.150601662752393	0.024	0.406	8.86125291219084e-167
"TMBIM4.1"	5.34950115464078e-292	-0.150684013438853	0.152	0.867	1.31057428787544e-287
"IGFBP4"	2.48720207662338e-118	-0.150826461124366	0.034	0.333	6.09339636751961e-114
"GALNT2"	3.64913556606457e-262	-0.150848851987715	0.054	0.611	8.9400172233016e-258
"PLK3"	1.20201818101496e-172	-0.150984892106759	0.016	0.39	2.94482434166854e-168
"NT5DC3"	4.29465513498305e-277	-0.151027930936004	0.112	0.764	1.0521475615195e-272
"HNRNPA0"	2.79149109497392e-281	-0.151257596032447	0.186	0.925	6.83887403357662e-277
"TAGLN2"	1.994965877286e-66	-0.151643803322411	0.457	0.991	4.88746690276297e-62
"DDX17"	1.29643463735059e-262	-0.151679777195977	0.199	0.931	3.1761352180452e-258
"DAZAP2"	1.85720585503199e-261	-0.151797842853465	0.206	0.932	4.54996862424287e-257
"SVIL"	1.54887631383228e-284	-0.151892068605419	0.067	0.674	3.7945920812577e-280
"C2"	6.56764415612899e-94	-0.152302311469696	0.015	0.245	1.60900714181004e-89
"NFE2L2"	0	-0.152339583122051	0.118	0.829	0
"LBR"	1.40309953369111e-246	-0.152378038325833	0.05	0.584	3.43745354758986e-242
"ABCD3"	1.88055593473435e-196	-0.152505595278361	0.023	0.446	4.60717398450567e-192
"RAPH1"	7.42937880659749e-296	-0.152609714864667	0.092	0.746	1.82012351382832e-291
"WAC"	0	-0.152810166251326	0.087	0.785	0
"RAB27A"	1.05800902584895e-276	-0.153118301951627	0.062	0.652	2.59201631242733e-272
"RAPGEF5"	1.94606075559139e-213	-0.153319363207492	0.026	0.48	4.76765424512334e-209
"HNRNPAB"	4.83560459917774e-140	-0.153387771063964	0.328	0.956	1.18467477075255e-135
"IFT57"	3.77516318565114e-242	-0.153408478973031	0.068	0.613	9.24877228852673e-238
"CDK12"	1.29102609410622e-292	-0.153452456502581	0.07	0.688	3.16288482795084e-288
"C1GALT1"	1.90933454575822e-295	-0.153458089843858	0.104	0.769	4.67767870365305e-291
"FLNB"	2.10662954091474e-251	-0.153583491593954	0.065	0.623	5.16103171228702e-247
"SPPL3"	2.03603596311589e-281	-0.153665964672497	0.052	0.635	4.98808450603761e-277
"RP11-473M20.16"	2.00411804558213e-62	-0.153815285613627	0.011	0.171	4.90988879987165e-58
"LONRF1"	5.89154312659874e-160	-0.154202248069627	0.027	0.395	1.44336915058542e-155
"GCNT3"	8.13089740823979e-94	-0.154276206791769	0.009	0.229	1.99198855604466e-89
"SCAF11"	0	-0.154278924171122	0.124	0.84	0
"F11R"	6.86080050724741e-274	-0.154503123874688	0.069	0.662	1.68082751627054e-269
"EIF4G3"	1.09105369161334e-251	-0.15456363852654	0.041	0.572	2.67297243908353e-247
"SPEN"	2.91214948662663e-285	-0.154851883981243	0.041	0.615	7.13447502728657e-281
"SRSF6"	5.84947312846957e-295	-0.155111111175002	0.082	0.72	1.43306242174376e-290
"IRX5"	2.60586620806669e-168	-0.155249774618661	0.029	0.414	6.38411162314259e-164
