"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"
"TCEB1"	4.20398447387107e-48	0.103063358362364	0.414	0.952	1.02993415625367e-43
"AP2B1"	6.49654413888705e-119	0.102922258166391	0.244	0.778	1.59158834858594e-114
"ADSSL1"	1.74568993430756e-77	0.102916219238402	0.047	0.282	4.27676577006009e-73
"AMDHD2"	1.62985156014901e-61	0.102754990480815	0.035	0.221	3.99297333720905e-57
"GART"	3.22587081218108e-161	0.102520386156385	0.103	0.565	7.90306090276244e-157
"SFXN4"	1.9179321813892e-133	0.102393279900556	0.094	0.496	4.6987420511854e-129
"CMAS"	3.90696427819632e-184	0.102288544845701	0.13	0.668	9.57167178515317e-180
"DRG2"	1.36463074511889e-109	0.102283818436663	0.06	0.376	3.34320886246677e-105
"VARS"	2.75793960574666e-154	0.102279850197522	0.09	0.526	6.75667624011875e-150
"APOPT1"	1.58603255656759e-171	0.102242027031307	0.126	0.634	3.88562116033494e-167
"LRRC42"	1.17792805561777e-180	0.101925260556795	0.103	0.601	2.88580594345797e-176
"GFPT1"	1.58793362753509e-155	0.101901912445589	0.247	0.872	3.89027859409822e-151
"MAD1L1"	4.91306751922349e-104	0.101858006985914	0.07	0.387	1.20365241153456e-99
"EMG1"	3.78029032218541e-157	0.101807526314874	0.165	0.694	9.26133326032205e-153
"ARL6IP4"	1.43161347241307e-57	0.101652521560408	0.392	0.958	3.50730984606478e-53
"DYNLL2"	7.29739791438611e-194	0.101516806021322	0.128	0.677	1.78778951504545e-189
"TMEM14C"	8.04394510588508e-95	0.101459044348952	0.307	0.879	1.97068611149079e-90
"GMPR2"	2.19496249770704e-163	0.101400434059494	0.103	0.573	5.37743862313248e-159
"CKS2"	2.99245005689469e-101	0.101341839703443	0.193	0.63	7.3312033943863e-97
"UBFD1"	2.07755972882332e-189	0.101320200841035	0.109	0.63	5.08981357964425e-185
"RBP1"	7.49697168112811e-25	0.101209861922112	0.041	0.14	1.83668309215957e-20
"DDB2"	3.49269860824354e-87	0.10120732392335	0.053	0.316	8.55676232033584e-83
"MPLKIP"	2.12126860933495e-196	0.101111982132556	0.157	0.749	5.1968959660097e-192
"RRP7A"	5.0890655958537e-138	0.101084800876412	0.094	0.506	1.2467701803282e-133
"FAM103A1"	2.52340497969815e-163	0.101076647074335	0.088	0.539	6.1820898597625e-159
"TIMMDC1"	5.41267599555495e-185	0.101017155216434	0.151	0.716	1.32605149215101e-180
"PCMT1"	5.76709426868206e-176	0.101011758181733	0.136	0.665	1.41288042488442e-171
"MALSU1"	2.97900929362029e-127	0.100995741283798	0.247	0.817	7.29827486844034e-123
"HMGB2"	2.07661903630349e-61	0.100600205865458	0.321	0.765	5.08750897703993e-57
"COMMD1"	1.46353304253422e-159	0.100594156620441	0.099	0.558	3.58550960090458e-155
"TYW3"	8.39116614763315e-148	0.100476086076426	0.1	0.536	2.05575179450864e-143
"RGS19"	4.71258830845658e-80	0.100424457207945	0.048	0.291	1.15453700968878e-75
"NENF"	2.10422239697615e-140	0.100354657682504	0.269	0.903	5.15513445035188e-136
"SART1"	2.47563962043449e-110	0.100088261550463	0.06	0.377	6.06506950610246e-106
"YES1"	1.07760300479994e-279	-0.100070180025725	0.081	0.697	2.64001960145938e-275
"NCKAP1"	1.20610903079304e-295	-0.100130793208941	0.112	0.787	2.95484651453986e-291
"FOXA2"	2.5789799079367e-104	-0.100148630945223	0.009	0.25	6.31824287645411e-100
"SLC25A33"	4.83532925006339e-129	-0.100154363118833	0.018	0.319	1.18460731297303e-124
"MAP3K1"	3.0973824624985e-179	-0.100162187648795	0.027	0.428	7.58827729487508e-175
"AMD1"	6.50723675654861e-288	-0.100183963868805	0.121	0.796	1.59420793298684e-283
"HNRNPC"	3.54508384438805e-92	-0.100223423906477	0.379	0.971	8.68510091036629e-88
"SIPA1L3"	3.86491426278607e-144	-0.100242248140343	0.024	0.359	9.46865345239959e-140
"KCTD9"	1.87162075743919e-149	-0.100485172566928	0.024	0.371	4.58528369365028e-145
"ADNP"	4.87564899095477e-246	-0.100528310957244	0.061	0.609	1.19448524629401e-241
"ADNP2"	2.50104151178837e-117	-0.100725076427416	0.012	0.284	6.12730159973033e-113
"TFAP2C"	1.04750681671787e-75	-0.100741622433183	0.006	0.186	2.56628695027711e-71
"HCG18"	3.14196768687307e-170	-0.100749492209747	0.027	0.412	7.69750663607032e-166
"ITSN2"	5.90933209668653e-265	-0.100781270929246	0.061	0.632	1.44772727036723e-260
"THAP2"	3.44877088159648e-150	-0.100843641943966	0.033	0.391	8.4491437828232e-146
"ATMIN"	1.06219760285062e-147	-0.100905635494129	0.031	0.381	2.60227790722372e-143
"PAFAH1B2"	5.06408378041426e-293	-0.101026247577304	0.13	0.827	1.24064988536369e-288
"GSTA4"	1.69817065647735e-80	-0.101064473816411	0.015	0.217	4.16034829130385e-76
"ZNF710"	1.96715272812556e-146	-0.101159039329439	0.016	0.347	4.81932746863481e-142
"FBXO21"	5.2570624436566e-252	-0.101180826380459	0.061	0.617	1.28792772807143e-247
"SMIM5"	8.09041087380045e-66	-0.101190862367161	0.004	0.161	1.98206975997237e-61
"AHNAK"	4.1988100944991e-108	-0.101297018793026	0.243	0.72	1.02866648505134e-103
"C18orf63"	2.89408222197731e-50	-0.101471073548836	0.001	0.119	7.09021203562222e-46
"SRSF1"	2.23386846014827e-270	-0.10148029492657	0.083	0.693	5.47275434051725e-266
"ZMYM2"	8.22957729244454e-214	-0.101546103952631	0.04	0.511	2.01616414087599e-209
"MAP3K2"	1.30987001294573e-244	-0.101562946660848	0.069	0.623	3.20905054471575e-240
"ITGA9"	4.87797853661077e-60	-0.10170207470395	0.001	0.141	1.19505596168427e-55
"USP10"	2.7551295310464e-216	-0.101705539613738	0.044	0.525	6.74979183811058e-212
"TUFT1"	2.92697157795148e-86	-0.10171689605979	0.014	0.227	7.17078766882333e-82
"SLC41A2"	6.31395586818982e-212	-0.101745914054572	0.04	0.507	1.54685604814782e-207
"ZC3H13"	5.3071921572018e-260	-0.101756500822756	0.043	0.587	1.30020900659287e-255
"SMURF2"	3.60740248609576e-269	-0.101764648884372	0.07	0.66	8.83777535068601e-265
"LINC00662"	2.20118167098159e-198	-0.101824999917233	0.038	0.483	5.3926749757378e-194
"SRSF10.1"	1.58414201451166e-69	-0.101876074554706	0.005	0.171	3.88098952135211e-65
"AFTPH"	6.99177147245434e-255	-0.102014326334026	0.053	0.6	1.71291409303659e-250
"TOR1AIP1"	4.80913660473956e-199	-0.102023643400219	0.04	0.488	1.17819037679515e-194
"FOXA1"	3.41156888664179e-77	-0.102085945833405	0.006	0.19	8.35800261538372e-73
"FOXJ3"	1.01944602435273e-183	-0.102087241794024	0.033	0.448	2.49754081506174e-179
"CLK1"	3.72038518676215e-226	-0.102090704391714	0.056	0.566	9.1145716690486e-222
"TJP1"	2.44725449769876e-284	-0.102202887218866	0.079	0.701	5.99552879391219e-280
"SLC38A1"	3.34592774831347e-218	-0.102295368163471	0.054	0.549	8.19718839059317e-214
"EPB41L4B"	9.84733454964424e-128	-0.102349914683331	0.016	0.313	2.41249849131734e-123
"TMEM63B"	1.61535464476169e-137	-0.102588966011888	0.018	0.335	3.95745734420167e-133
"SPATA13"	2.24994821322851e-87	-0.102589580823007	0.012	0.226	5.51214812758853e-83
"BAG3"	7.34945077374268e-273	-0.102645957854037	0.099	0.727	1.80054194505922e-268
"FUT8"	3.41238772144014e-160	-0.102722114384077	0.026	0.39	8.3600086787562e-156
"CCAR1"	8.96573490262996e-278	-0.102890327731328	0.088	0.71	2.19651539379531e-273
"THAP9-AS1"	4.41512788386389e-160	-0.102980600848217	0.026	0.392	1.08166218026781e-155
"CREBZF"	7.20737579984384e-223	-0.102985189031299	0.044	0.535	1.76573499720374e-218
"GCC2"	3.54685280805676e-270	-0.103043224667983	0.099	0.723	8.68943469445825e-266
"ARHGAP12"	7.22413310089948e-262	-0.103099018675473	0.082	0.676	1.76984036838936e-257
"FAM210B"	1.95597795125565e-163	-0.103221081658601	0.039	0.427	4.79195038278122e-159
"GFPT2"	1.21259257696095e-70	-0.103262467482904	0.009	0.182	2.97073055429664e-66
"CBFB"	4.76126738888929e-204	-0.10330040978482	0.05	0.52	1.16646289760399e-199
"CYB561"	1.11109357697625e-250	-0.103309972410594	0.05	0.589	2.72206815423412e-246
"IDI1"	3.04708873657051e-168	-0.103346806646921	0.039	0.435	7.46506269572409e-164
"SEC11C"	6.78812021776901e-188	-0.10366657702795	0.052	0.498	1.66302157215123e-183
"PER2"	1.61229476487054e-93	-0.103727238937114	0.011	0.234	3.94996094445634e-89
"MATR3"	3.74390100539857e-211	-0.103838440717945	0.242	0.947	9.17218307312595e-207
"ZNF146"	5.51400599970118e-275	-0.10385330182887	0.079	0.691	1.35087632986679e-270
"SRSF10"	1.34516347710198e-218	-0.103880797548979	0.044	0.528	3.29551600255215e-214
"SPG21"	7.3410328549562e-220	-0.103937297181097	0.048	0.54	1.79847963913572e-215
"MLTK"	2.44912720341446e-179	-0.104042452848595	0.045	0.468	6.00011673564508e-175
"SMARCA1"	1.56293951331056e-202	-0.104149812647129	0.042	0.498	3.82904551365953e-198
"DNAJB6"	7.17004976541487e-212	-0.104171215127808	0.244	0.943	1.75659049202899e-207
"OXR1"	1.6859280505635e-247	-0.104174322216362	0.092	0.677	4.13035513107552e-243
"RAD1"	2.97138832398121e-254	-0.104196213408332	0.071	0.637	7.27960425492157e-250
"DUSP8"	7.48823980377921e-125	-0.104201247541779	0.022	0.319	1.83454386952787e-120
"SLC38A2"	5.75222025601366e-264	-0.104220525815242	0.132	0.791	1.40923644052079e-259
"DAPP1"	6.01240494216776e-105	-0.104374518611323	0.021	0.28	1.47297908678168e-100
"GNB1"	8.12934349632509e-266	-0.104422174741556	0.146	0.817	1.99160786316468e-261
"RREB1"	3.11045587001945e-235	-0.10444834553151	0.039	0.541	7.62030583596064e-231
"DCAF5"	1.05379417672435e-100	-0.104525602516134	0.011	0.248	2.58169035355698e-96
"ABL2"	8.84884998938163e-196	-0.104725532303391	0.034	0.47	2.16787975889861e-191
"ZNF704"	5.24399567279513e-85	-0.104780162142326	0.008	0.21	1.28472649987808e-80
"KLF3"	2.3894535876974e-278	-0.104898467373132	0.061	0.654	5.85392234449986e-274
"DENND5A"	1.33542082649529e-155	-0.105021368323588	0.022	0.375	3.27164748283082e-151
"UBAP1"	4.05003753458404e-260	-0.105173746722155	0.071	0.648	9.92218695597745e-256
"ZFX"	1.31432670078344e-211	-0.105280512284593	0.041	0.511	3.21996898424936e-207
"CALCOCO2"	5.4405267169733e-250	-0.105327174335343	0.061	0.613	1.33287464039129e-245
"TFPT"	1.53063336295271e-155	-0.105443009444712	0.039	0.415	3.74989867589785e-151
"FOSL1"	1.55668893997858e-170	-0.105452764108173	0.028	0.416	3.81373223405353e-166
"USP53"	8.62488635475639e-193	-0.105502040063607	0.034	0.465	2.11301090805177e-188
"MT-ATP8"	5.8504675006742e-211	-0.105505123509744	0.1	0.64	1.43330603299017e-206
"KCNQ3"	4.89771428046518e-112	-0.105792964407917	0.02	0.292	1.19989102157116e-107
"CENPK"	9.28044083175076e-139	-0.105828670277596	0.057	0.423	2.27361519937062e-134
"XPR1"	1.47125981415286e-244	-0.105859537630389	0.071	0.626	3.60443941869308e-240
"BDKRB2"	1.41355327490849e-44	-0.105876743558031	0.002	0.11	3.46306416819831e-40
"EMR2"	6.48853318631371e-53	-0.105953816547424	0.005	0.133	1.58962574531499e-48
"LBH"	2.13536429889057e-53	-0.106024687464537	0.011	0.149	5.231428995852e-49
"UVSSA"	6.69639310108553e-105	-0.106101237121302	0.013	0.262	1.64054934583494e-100
"FBXL5"	1.30429334626058e-228	-0.106135173735221	0.046	0.549	3.1953882690038e-224
"TREM1"	1.25294552719685e-148	-0.106226663679933	0.058	0.444	3.06959124707957e-144
"SERPINB8"	1.12665886780685e-74	-0.106229465654436	0.006	0.184	2.76020156024e-70
"FOPNL"	7.52409295709455e-231	-0.106370176445415	0.06	0.581	1.84332753355859e-226
"SNX5"	1.23392464682559e-283	-0.10645821805688	0.095	0.732	3.02299199225801e-279
"IPO9"	1.13153228709337e-240	-0.106566256141078	0.047	0.568	2.77214095015006e-236
"SET"	1.88119693208981e-69	-0.106689069167691	0.431	0.983	4.60874436392683e-65
"FAM20A"	1.40862169033558e-99	-0.106702263104798	0.018	0.263	3.45098227915313e-95
"PUM1"	0	-0.106726549628081	0.105	0.8	0
"DNAJB14"	3.58437038893306e-260	-0.106817137026335	0.061	0.627	8.7813490158471e-256
"TGOLN2"	1.05819817103899e-301	-0.106931802902661	0.118	0.812	2.59247969922842e-297
"ACSL4"	3.50713589092652e-149	-0.107062030708815	0.04	0.404	8.59213221918087e-145
"ZC3H18"	1.71749473861422e-208	-0.107229872726761	0.027	0.472	4.20769036013098e-204
"IRF2BPL"	1.10201256632086e-212	-0.107255578264079	0.056	0.545	2.69982058622947e-208
"ANKRD32"	5.44245685626461e-241	-0.107276723035878	0.048	0.572	1.33334750521627e-236
"OSBP"	1.42331662989638e-226	-0.107493737853353	0.038	0.526	3.48698341158315e-222
"RAB10"	2.37143088489868e-285	-0.107886905900326	0.152	0.862	5.80976852491329e-281
"ATF6"	4.41803664800219e-222	-0.108053579693921	0.035	0.512	1.08237479839406e-217
"SIRT1"	9.22729563469339e-131	-0.108055561191216	0.023	0.334	2.26059515754353e-126
"CHD6"	3.85974420930345e-172	-0.108101811649078	0.026	0.412	9.45598733837252e-168
"PHF3"	5.06865522828306e-285	-0.108109609276404	0.105	0.759	1.24176984437707e-280
"ERBB2IP"	8.7083697356107e-271	-0.108149636975539	0.147	0.828	2.13346350152727e-266
"EDN2"	2.7518529734111e-88	-0.108237742952688	0.029	0.266	6.74176459955985e-84
"GAPVD1"	2.01437961558244e-230	-0.108336361202075	0.042	0.541	4.93502862021541e-226
"MXD1"	3.50192335824847e-114	-0.108565057817127	0.018	0.29	8.57936203537293e-110
"PLXNA2"	7.03089971904842e-83	-0.108600248648589	0.006	0.202	1.72250012216967e-78
"ZNF808"	5.07021555715249e-98	-0.108688847926608	0.011	0.244	1.24215210934679e-93
"FAM60A"	9.7580342044276e-306	-0.108755815836192	0.112	0.799	2.39062079974272e-301
"GPR110"	1.02960681906396e-192	-0.108882228018743	0.056	0.515	2.52243374602479e-188
"ZFAND6"	3.00844984890677e-263	-0.109032592095275	0.089	0.691	7.3704012848367e-259
"C5orf15"	7.48960383049304e-252	-0.109122559601667	0.071	0.638	1.83487804243249e-247
"PANK3"	8.07768992074975e-226	-0.109164751921067	0.056	0.567	1.97895325368448e-221
"GLTP"	3.03129813040732e-267	-0.109318239118298	0.08	0.678	7.42637728968488e-263
"ECHDC1"	1.48296109296897e-244	-0.109341684292881	0.065	0.613	3.63310638166469e-240
"MAT2B"	1.61228064559365e-280	-0.109402615933663	0.095	0.728	3.94992635363987e-276
"EFCAB2"	1.54659592531469e-135	-0.109486064383008	0.025	0.346	3.78900535742846e-131
"TAOK1"	4.04122674543865e-268	-0.109569752273285	0.073	0.666	9.90060140365015e-264
"RP11-476D10.1"	2.72377970715805e-54	-0.109581541436264	0.003	0.132	6.67298790456651e-50
"GLIS3"	3.10308780894324e-259	-0.109625536665372	0.054	0.61	7.60225482313005e-255
"UBE3A"	2.76110642686915e-251	-0.109793184679703	0.057	0.603	6.76443463518673e-247
"UBE2G2"	2.42187722071712e-253	-0.109843603421853	0.067	0.633	5.93335700303488e-249
"ZNF578"	1.06748594493729e-67	-0.109872901622875	0.004	0.165	2.61523381650187e-63
"ITGAV"	3.14274072297414e-196	-0.109876832237849	0.054	0.515	7.69940049721434e-192
"ENDOD1"	1.3334266236167e-227	-0.109954895165226	0.065	0.587	3.26676188519855e-223
"PDZD8"	7.71048949346552e-194	-0.109965218454375	0.04	0.48	1.88899282100412e-189
"TXNL4A"	7.70192422407636e-241	-0.110010120423415	0.096	0.672	1.88689441565647e-236
"NCOA2"	6.23279225059445e-191	-0.11024329324971	0.038	0.471	1.52697177347313e-186
"ATP2B4"	7.9906709275386e-267	-0.110371488852753	0.137	0.801	1.95763447053768e-262
"RPGR"	1.14424678593758e-72	-0.110579749461314	0.003	0.172	2.80329020086848e-68
"ANKRD36C"	9.79934459622048e-91	-0.1107157465582	0.018	0.244	2.40074143262805e-86
"WDR66"	3.62710212257578e-72	-0.110740723653735	0.015	0.2	8.8860374900984e-68
"MIER3"	7.0839147904025e-142	-0.110909869045867	0.023	0.354	1.73548828450071e-137
"SPRED1"	1.34397130322202e-132	-0.110917481094895	0.019	0.328	3.29259529576362e-128
"RALGAPA1"	4.29135574132671e-177	-0.111052071520512	0.023	0.414	1.05133924306763e-172
"ARID1B"	9.36605261994765e-170	-0.111108517410533	0.027	0.411	2.29458923136097e-165
"CKAP4"	1.96985835088971e-275	-0.111252480607776	0.108	0.753	4.82595597384469e-271
"GATAD2B"	1.1940094930405e-162	-0.111337584799687	0.023	0.389	2.92520385699991e-158
"CNOT6L"	3.958043272031e-201	-0.111456761672112	0.034	0.479	9.69681021214874e-197
"DIDO1"	1.20360507171068e-178	-0.111458695155001	0.019	0.408	2.94871206518399e-174
"PPP2R5C"	6.67436042193651e-278	-0.111734664665483	0.104	0.745	1.63515155977023e-273
"ZNF609"	2.3033056219753e-139	-0.111904237886557	0.011	0.322	5.6428684432773e-135
"WHSC1L1"	1.20518880223464e-291	-0.111973615930952	0.069	0.688	2.95259204659465e-287
"CISD2"	1.30986364964167e-287	-0.111997148626373	0.132	0.819	3.20903495525713e-283
"PAPD4"	2.2115413593514e-225	-0.112163209721248	0.044	0.537	5.418055176275e-221
"RP11-54O7.17"	2.89525795530525e-82	-0.11220636302027	0.001	0.188	7.09309246470233e-78
"ENAH"	5.26309615232232e-196	-0.112382704195083	0.265	0.951	1.28940592635744e-191
"SEC63"	5.03482640180463e-220	-0.112509193851786	0.046	0.532	1.23348212017812e-215
"RXRA"	1.05900094728707e-201	-0.112534407987369	0.045	0.503	2.59444642075859e-197
"ACTB"	8.88384682416486e-17	-0.112605503105777	0.952	0.998	2.17645363345215e-12
"MEGF9"	1.0800570443272e-148	-0.112641767015408	0.035	0.394	2.64603175289721e-144
"ITGB8"	9.58620162174486e-85	-0.112771413030216	0.015	0.227	2.34852353531127e-80
"FBXL17"	1.41214271288246e-172	-0.112808715998664	0.034	0.432	3.45960843229075e-168
"SQRDL"	1.93498852878525e-153	-0.112866733568192	0.049	0.431	4.74052839667099e-149
"RC3H1"	3.55669396048005e-189	-0.113148677748223	0.035	0.462	8.71354453378007e-185
"CYBRD1"	3.54328492525641e-73	-0.113378168378397	0.011	0.192	8.68069373838568e-69
"MECOM"	7.88645697972795e-122	-0.113395826025255	0.016	0.301	1.93210309546355e-117
"PCSK6"	1.20278994647212e-72	-0.113402606011666	0.003	0.174	2.94671508986205e-68
"RHOBTB2"	7.33792403139048e-122	-0.113414459423004	0.015	0.299	1.79771800845035e-117
"LYSMD3"	7.41629573784067e-213	-0.113587736534188	0.044	0.518	1.81691829281359e-208
"HIVEP1"	7.27927042601053e-92	-0.113591427088668	0.006	0.22	1.78334846166832e-87
"EPDR1"	3.48005682324683e-138	-0.113866384707619	0.017	0.333	8.52579121127241e-134
"TRIP11"	1.42255310389419e-266	-0.113968392849955	0.046	0.603	3.48511284923036e-262
"RAD23B"	4.54689954747786e-276	-0.114034655219007	0.145	0.831	1.1139449201366e-271
"KIF9"	3.71470936729152e-125	-0.11417321795759	0.024	0.326	9.10066647892749e-121
"C6orf132"	3.44295533959417e-119	-0.114285170322139	0.014	0.292	8.43489628647176e-115
"KLHDC10"	2.04848975347947e-262	-0.114305341003458	0.072	0.655	5.01859504704936e-258
"NFAT5"	1.82377999790141e-261	-0.114362159856864	0.054	0.616	4.46807861685868e-257
"KANSL1"	3.4813225189587e-241	-0.114407013786743	0.053	0.583	8.52889203919692e-237
"ANKRD42"	7.34898378398342e-99	-0.114435833753043	0.011	0.246	1.8004275372381e-94
"BMP2K"	1.65991344774041e-138	-0.114655940302582	0.022	0.345	4.06662195561923e-134
"KSR1"	6.44463347328707e-89	-0.114671188791205	0.008	0.218	1.5788707546206e-84
"CLPTM1"	1.12294290249679e-183	-0.114826260161331	0.032	0.445	2.75109781682689e-179
"DICER1"	4.15423849096403e-168	-0.114841385587992	0.028	0.41	1.01774688790128e-163
"SREK1"	2.03368047190812e-298	-0.114851874344395	0.1	0.768	4.9823137881277e-294
"RGL1"	4.13925150764176e-79	-0.114881179445749	0.008	0.198	1.01407522685715e-74
"SNX25"	1.72381446494678e-178	-0.11493271689715	0.031	0.436	4.22317305767313e-174
"MAN1A2"	8.78947389965033e-221	-0.114979625734031	0.043	0.527	2.15333321067533e-216
"HOOK2"	1.87500792501754e-195	-0.115016653238335	0.026	0.451	4.59358191550048e-191
"CEP170"	9.30001992998432e-274	-0.115067124940377	0.075	0.677	2.27841188264686e-269
"GIGYF2"	4.23540453706875e-262	-0.115186424874975	0.041	0.585	1.03763175753647e-257
"HOOK1"	2.46010805702443e-241	-0.1154139427821	0.048	0.571	6.02701872890416e-237
"NUDT4"	2.77424756630485e-244	-0.115493573994309	0.088	0.666	6.79662911269026e-240
"CMC2"	3.17886345026459e-226	-0.115517943775702	0.066	0.586	7.78789756680322e-222
"TRIM22"	4.64023797925597e-200	-0.115588726088309	0.056	0.526	1.13681190253792e-195
"RND1"	9.8550255628307e-68	-0.115598841161973	0.003	0.162	2.41438271263789e-63
"OAS3"	1.42823237962311e-229	-0.115674132215857	0.07	0.601	3.49902650683866e-225
"NUP62"	3.93506476400321e-200	-0.115712786526501	0.041	0.492	9.64051516533146e-196
"PSMD10"	9.45013591142103e-206	-0.115734094454393	0.029	0.474	2.31518879693904e-201
"SMC1A"	1.5374104477065e-246	-0.115793076454551	0.105	0.706	3.76650185583616e-242
"TMPRSS4"	3.06971132686122e-79	-0.11619775109741	0.007	0.197	7.52048577967731e-75
"DIAPH1"	2.1383287578985e-262	-0.116204416919256	0.142	0.805	5.23869162397553e-258
"PDE7A"	3.19795531713466e-127	-0.11628496777738	0.015	0.309	7.83467073144821e-123
"CCP110"	1.2222146389816e-141	-0.116303982852923	0.019	0.344	2.99430364404103e-137
"ATP6V1A"	7.44033907680968e-249	-0.116454851518812	0.069	0.628	1.8228086704276e-244
"CMTM8"	3.72746773935542e-266	-0.116535381776019	0.067	0.647	9.13192321464685e-262
"MCM3"	7.70466613094725e-147	-0.116790401506831	0.07	0.464	1.88756615542077e-142
"LARP4"	6.3748382360798e-304	-0.11703338565494	0.09	0.753	1.56177161945719e-299
"PRDM2"	4.53310578328588e-181	-0.117063177943956	0.029	0.434	1.11056558584721e-176
"NAPSA"	2.28033890364045e-126	-0.117103954120436	0.317	0.914	5.58660228002873e-122
"KIF13A"	3.23104852755783e-171	-0.117115097194173	0.027	0.414	7.91574578766393e-167
"USP22"	0	-0.117236433006247	0.094	0.771	0
"AMMECR1"	5.21911981566016e-117	-0.11731811979209	0.011	0.279	1.27863216363858e-112
"TFDP1"	5.68846006717905e-241	-0.117505967469486	0.053	0.579	1.3936158318582e-236
"BBC3"	6.84310627827407e-124	-0.117546053539967	0.034	0.345	1.67649260711437e-119
"RAPGEF6"	4.13665765655964e-117	-0.117636394609923	0.011	0.28	1.01343975928055e-112
"CUL3"	1.03200034938454e-260	-0.117820457007285	0.061	0.628	2.52829765595719e-256
"DDI2"	8.14335887723511e-146	-0.117935597382415	0.018	0.348	1.99504149133383e-141
"TRIO"	9.85588998761348e-282	-0.118038978324853	0.075	0.689	2.41459448806543e-277
"FAM105B"	1.87184673690746e-179	-0.118057855646855	0.029	0.432	4.58583732074959e-175
"NR2F1"	3.97216609402389e-126	-0.11808315909735	0.018	0.313	9.73140971374913e-122
"KDM5C"	1.74434327241019e-188	-0.118170192955005	0.028	0.445	4.27346658307773e-184
"FAM83A"	5.39191503926133e-254	-0.118181580901971	0.136	0.778	1.32096526546863e-249
"PNPLA8"	3.37473538512861e-277	-0.118361207669001	0.072	0.675	8.26776422002659e-273
"ARL5A"	1.68869711913007e-290	-0.118391426296156	0.099	0.749	4.13713907215677e-286
"NCOR1"	0	-0.118497169909983	0.11	0.826	0
"RTN4"	9.30375842513988e-90	-0.118576360480851	0.401	0.966	2.27932777657502e-85
"RAB5B"	1.74234381846119e-270	-0.118740992230694	0.061	0.64	4.26856812084807e-266
"KPNB1"	7.54004089718706e-220	-0.118893274810209	0.213	0.891	1.84723461940186e-215
"CTSC"	8.08207619965212e-59	-0.118936099412214	0.49	0.984	1.98002784815277e-54
"EID1"	3.21303857978552e-270	-0.118948732838108	0.184	0.905	7.87162321661654e-266
"GBP1"	1.09404734136532e-176	-0.119035730378426	0.05	0.477	2.68030658161089e-172
"IARS2"	2.9806415862046e-279	-0.119134281209583	0.149	0.845	7.30227382204265e-275
"GSR"	6.9189282002919e-277	-0.119183991788786	0.086	0.705	1.69506821978951e-272
"ZNF106"	1.34845046836827e-226	-0.11927041868422	0.051	0.554	3.30356880245542e-222
"TMEM150C"	2.32103180270722e-65	-0.119517210450862	0.003	0.157	5.68629581345241e-61
"CUL5"	1.82183417972457e-289	-0.119538048979029	0.077	0.703	4.46331155690723e-285
"GDE1"	9.02468054897774e-274	-0.119671814212908	0.078	0.684	2.21095648769406e-269
"MAP9"	6.15015551232189e-224	-0.119707203688966	0.063	0.576	1.50672659896374e-219
"EIF1AY"	1.55861637089903e-75	-0.119859440812123	0.007	0.188	3.81845424706554e-71
"CSNK1G3"	4.40005455054258e-263	-0.119922802841097	0.066	0.642	1.07796936433743e-258
"WIPF2"	2.43108950478874e-282	-0.119932825113989	0.07	0.679	5.95592617778193e-278
"LPGAT1"	3.01636424605885e-290	-0.11993830174595	0.097	0.745	7.38979076641959e-286
"TMED7"	2.49761340473846e-287	-0.119996987123346	0.139	0.833	6.11890308026874e-283
"SEC23B"	3.32938095500794e-186	-0.12005497258891	0.031	0.447	8.15665040167395e-182
"SPTLC3"	7.63968530026706e-72	-0.120273729075939	0.003	0.172	1.87164650171243e-67
"BACH1"	3.12305692782366e-119	-0.120285422658009	0.02	0.306	7.6511771674752e-115
"BANF1"	8.97644355573104e-202	-0.120330288491028	0.23	0.899	2.19913890671855e-197
"NONO"	3.41153639952626e-293	-0.120599007630201	0.113	0.784	8.35792302519939e-289
"RCOR1"	9.05552524222793e-270	-0.120622425497268	0.066	0.651	2.21851312909342e-265
"ANP32E"	3.83981266475138e-250	-0.120633884843052	0.152	0.806	9.40715704737441e-246
"URI1"	4.62402254344439e-287	-0.120692048101823	0.158	0.874	1.13283928291844e-282
"TMEM33"	1.49549320683684e-255	-0.120841350026074	0.084	0.668	3.66380880742958e-251
"CAPN8"	4.34040292302261e-244	-0.120958109797914	0.067	0.617	1.06335531211131e-239
"ZNF714"	6.92501372686151e-144	-0.121081868092164	0.015	0.337	1.6965591129438e-139
"SETD7"	3.76251694369115e-232	-0.121403819225982	0.059	0.581	9.21779026034895e-228
"DGKD"	2.25040949380878e-170	-0.121437778292835	0.021	0.398	5.51327821888213e-166
"TRIP12"	9.67649207619873e-302	-0.121479141382683	0.076	0.717	2.37064379374793e-297
"PJA2"	7.51979397297672e-288	-0.121488785057938	0.154	0.868	1.84227432543957e-283
"PIP5K1A"	6.52951188522184e-178	-0.121499115186945	0.022	0.413	1.5996651167605e-173
"NUMB"	5.75968375017212e-210	-0.121636377532208	0.032	0.488	1.41106492195467e-205
"KMT2A"	3.03654990224909e-302	-0.121669289647234	0.098	0.765	7.43924360552005e-298
"HK2"	2.33347386652047e-139	-0.121683491801588	0.033	0.373	5.7167776255885e-135
"RRAD"	1.16324293068817e-105	-0.121759963537995	0.041	0.325	2.84982885589295e-101
"HYOU1"	5.67485087603745e-181	-0.122199917819851	0.028	0.432	1.39028171612042e-176
